Country_Name,Indicator_Name,Year,Value
Costa Rica,"International migrant stock, total",2010,405404
Costa Rica,"Literacy rate, adult total (% of people ages 15 and above)",2010,
Costa Rica,"Literacy rate, youth total (% of people ages 15-24)",2010,
Costa Rica,Net migration,2010,4728
Costa Rica,"Over-age students, primary (% of enrollment)",2010,
Costa Rica,"Population ages 0-14, female",2010,558142
Costa Rica,"Population ages 0-14, male",2010,583810
Costa Rica,"Population ages 15-64, female",2010,1559114
Costa Rica,"Population ages 15-64, male",2010,1576321
Costa Rica,"Population ages 65 and above, female",2010,183976
Costa Rica,"Population ages 65 and above, male",2010,160890
Costa Rica,"Population, female",2010,2301231
Costa Rica,"Population, male",2010,2321021
Costa Rica,"Population, total",2010,4622252
Costa Rica,Poverty headcount ratio at national poverty lines (% of population),2010,
Costa Rica,"Primary education, pupils",2010,520609
Costa Rica,"Repeaters, primary, total (% of total enrollment)",2010,5.67758
Costa Rica,Rural population,2010,1306433
Costa Rica,"School enrollment, preprimary (% gross)",2010,77.43859863
Costa Rica,"School enrollment, primary (% gross)",2010,116.8993683
Costa Rica,"School enrollment, primary (% net)",2010,
Costa Rica,"School enrollment, secondary (% gross)",2010,101.0797424
Costa Rica,"School enrollment, secondary (% net)",2010,
Costa Rica,"Secondary education, pupils",2010,413686
Costa Rica,Urban population,2010,3315819
Cuba,"Adjusted net enrollment rate, primary (% of primary school age children)",2010,99.16357
Cuba,Adolescents out of school (% of lower secondary school age),2010,5.462850094
Cuba,Children out of school (% of primary school age),2010,0.833700001
Cuba,"Children out of school, primary",2010,7007
Cuba,"Compulsory education, duration (years)",2010,9
Cuba,"Current education expenditure, total (% of total expenditure in public institutions)",2010,99.10224915
Cuba,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",2010,
Cuba,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",2010,
Cuba,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",2010,
Cuba,Expenditure on primary education (% of government expenditure on education),2010,29.03501
Cuba,Expenditure on secondary education (% of government expenditure on education),2010,29.10781
Cuba,GDP (current US$),2010,59562962963
Cuba,GDP per capita (current US$),2010,5275.532601
Cuba,Gini index,2010,
Cuba,"Government expenditure on education, total (% of GDP)",2010,12.83730984
Cuba,"Government expenditure on education, total (% of government expenditure)",2010,
Cuba,"Government expenditure per student, primary (% of GDP per capita)",2010,49.06773
Cuba,"Government expenditure per student, secondary (% of GDP per capita)",2010,51.85674
Cuba,International migrant stock (% of population),2010,0.13103843
Cuba,"International migrant stock, total",2010,14818
Cuba,"Literacy rate, adult total (% of people ages 15 and above)",2010,
Cuba,"Literacy rate, youth total (% of people ages 15-24)",2010,
Cuba,Net migration,2010,-27718
Cuba,"Over-age students, primary (% of enrollment)",2010,2.75698
Cuba,"Population ages 0-14, female",2010,972442
Cuba,"Population ages 0-14, male",2010,1030354
Cuba,"Population ages 15-64, female",2010,3922617
Cuba,"Population ages 15-64, male",2010,3934947
Cuba,"Population ages 65 and above, female",2010,758181
Cuba,"Population ages 65 and above, male",2010,671878
Cuba,"Population, female",2010,5653239
Cuba,"Population, male",2010,5637179
Cuba,"Population, total",2010,11290417
Cuba,Poverty headcount ratio at national poverty lines (% of population),2010,
Cuba,"Primary education, pupils",2010,852744
Cuba,"Repeaters, primary, total (% of total enrollment)",2010,0.42944
Cuba,Rural population,2010,2642296
Cuba,"School enrollment, preprimary (% gross)",2010,101.8910065
Cuba,"School enrollment, primary (% gross)",2010,101.4597702
Cuba,"School enrollment, primary (% net)",2010,98.55296
Cuba,"School enrollment, secondary (% gross)",2010,92.24871063
Cuba,"School enrollment, secondary (% net)",2010,88.24106
Cuba,"Secondary education, pupils",2010,808904
Cuba,Urban population,2010,8648121
Curacao,"Adjusted net enrollment rate, primary (% of primary school age children)",2010,
Curacao,Adolescents out of school (% of lower secondary school age),2010,
Curacao,Children out of school (% of primary school age),2010,
Curacao,"Children out of school, primary",2010,
Curacao,"Compulsory education, duration (years)",2010,14
Curacao,"Current education expenditure, total (% of total expenditure in public institutions)",2010,
Curacao,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",2010,
Curacao,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",2010,
Curacao,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",2010,
Curacao,Expenditure on primary education (% of government expenditure on education),2010,
Curacao,Expenditure on secondary education (% of government expenditure on education),2010,
Curacao,GDP (current US$),2010,
Curacao,GDP per capita (current US$),2010,
Curacao,Gini index,2010,
Curacao,"Government expenditure on education, total (% of GDP)",2010,
Curacao,"Government expenditure on education, total (% of government expenditure)",2010,
Curacao,"Government expenditure per student, primary (% of GDP per capita)",2010,
Curacao,"Government expenditure per student, secondary (% of GDP per capita)",2010,
Curacao,International migrant stock (% of population),2010,23.45923241
Curacao,"International migrant stock, total",2010,34627
Curacao,"Literacy rate, adult total (% of people ages 15 and above)",2010,
Curacao,"Literacy rate, youth total (% of people ages 15-24)",2010,
Curacao,Net migration,2010,1499
Curacao,"Over-age students, primary (% of enrollment)",2010,
Curacao,"Population ages 0-14, female",2010,16071
Curacao,"Population ages 0-14, male",2010,16862
Curacao,"Population ages 15-64, female",2010,54397
Curacao,"Population ages 15-64, male",2010,44182
Curacao,"Population ages 65 and above, female",2010,10095
Curacao,"Population ages 65 and above, male",2010,7096
Curacao,"Population, female",2010,80563
Curacao,"Population, male",2010,68140
Curacao,"Population, total",2010,148703
Curacao,Poverty headcount ratio at national poverty lines (% of population),2010,
Curacao,"Primary education, pupils",2010,19150
Curacao,"Repeaters, primary, total (% of total enrollment)",2010,
Curacao,Rural population,2010,15012
Curacao,"School enrollment, preprimary (% gross)",2010,
Curacao,"School enrollment, primary (% gross)",2010,
Curacao,"School enrollment, primary (% net)",2010,
Curacao,"School enrollment, secondary (% gross)",2010,
Curacao,"School enrollment, secondary (% net)",2010,
Curacao,"Secondary education, pupils",2010,
Curacao,Urban population,2010,133691
Dominican Republic,"Adjusted net enrollment rate, primary (% of primary school age children)",2010,94.77342
Dominican Republic,Adolescents out of school (% of lower secondary school age),2010,8.09910965
Dominican Republic,Children out of school (% of primary school age),2010,4.553659916
Dominican Republic,"Children out of school, primary",2010,54305
Dominican Republic,"Compulsory education, duration (years)",2010,15
Dominican Republic,"Current education expenditure, total (% of total expenditure in public institutions)",2010,
Dominican Republic,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",2010,52.63024902
Dominican Republic,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",2010,62.85334015
Dominican Republic,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",2010,30.82696915
Dominican Republic,Expenditure on primary education (% of government expenditure on education),2010,
Dominican Republic,Expenditure on secondary education (% of government expenditure on education),2010,
Dominican Republic,GDP (current US$),2010,53860187452
Dominican Republic,GDP per capita (current US$),2010,5509.568054
Dominican Republic,Gini index,2010,47.3
Dominican Republic,"Government expenditure on education, total (% of GDP)",2010,1.900460005
Dominican Republic,"Government expenditure on education, total (% of government expenditure)",2010,14.84930038
Dominican Republic,"Government expenditure per student, primary (% of GDP per capita)",2010,7.05473
Dominican Republic,"Government expenditure per student, secondary (% of GDP per capita)",2010,6.31194
Dominican Republic,International migrant stock (% of population),2010,3.977780119
Dominican Republic,"International migrant stock, total",2010,393720
Dominican Republic,"Literacy rate, adult total (% of people ages 15 and above)",2010,89.53872681
Dominican Republic,"Literacy rate, youth total (% of people ages 15-24)",2010,96.80574799
Dominican Republic,Net migration,2010,-30489
Dominican Republic,"Over-age students, primary (% of enrollment)",2010,14.21989
Dominican Republic,"Population ages 0-14, female",2010,1466442
Dominican Republic,"Population ages 0-14, male",2010,1530139
Dominican Republic,"Population ages 15-64, female",2010,3077321
Dominican Republic,"Population ages 15-64, male",2010,3158713
Dominican Republic,"Population ages 65 and above, female",2010,288033
Dominican Republic,"Population ages 65 and above, male",2010,255107
Dominican Republic,"Population, female",2010,4831796
Dominican Republic,"Population, male",2010,4943959
Dominican Republic,"Population, total",2010,9775755
Dominican Republic,Poverty headcount ratio at national poverty lines (% of population),2010,
Dominican Republic,"Primary education, pupils",2010,1317802
Dominican Republic,"Repeaters, primary, total (% of total enrollment)",2010,7.27492
Dominican Republic,Rural population,2010,2565842
Dominican Republic,"School enrollment, preprimary (% gross)",2010,40.53580856
Dominican Republic,"School enrollment, primary (% gross)",2010,110.5022202
Dominican Republic,"School enrollment, primary (% net)",2010,91.87024
Dominican Republic,"School enrollment, secondary (% gross)",2010,78.15454102
Dominican Republic,"School enrollment, secondary (% net)",2010,63.72856
Dominican Republic,"Secondary education, pupils",2010,904527
Dominican Republic,Urban population,2010,7209913
Ecuador,"Adjusted net enrollment rate, primary (% of primary school age children)",2010,98.34545
Ecuador,Adolescents out of school (% of lower secondary school age),2010,13.72414017
Ecuador,Children out of school (% of primary school age),2010,0.762220025
