Country_Name,Nombre_Pais,Cod_Na_UIS,Context_Indicator_Name,Nombre_Indicador_Contexto,EMAC_IND_CONT_COD,Year,Value
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,Adolescents out of school (% of lower secondary school age),Adolescentes fuera de la escuela (% de los adolescentes en edad de asistir a la secundaria baja),2,2011,
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,Children out of school (% of primary school age),Niños fuera de la escuela (% de los niños en edad de asistir a la primaria),3,2011,
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,"Children out of school, primary","Niños fuera de la escuela, primaria",4,2011,
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,"Compulsory education, duration (years)","Educación obligatoria, duración (años)",5,2011,14
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,"Current education expenditure, total (% of total expenditure in public institutions)","Gasto corriente en educación, total (% del gasto total en instituciones públicas)",6,2011,
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","Logro educativo, al menos el primer ciclo de secundaria completado, población 25+, total (%) (acumulado)",7,2011,
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","Logro educativo, al menos primaria completada, población 25+, total (%) (acumulado)",8,2011,
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","Logro educativo, al menos secundaria alta completada, población 25+, total (%) (acumulado)",9,2011,
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,Expenditure on primary education (% of government expenditure on education),Gasto en educación primaria (% del gasto público en educación),10,2011,
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,Expenditure on secondary education (% of government expenditure on education),Gasto en educación secundaria (% del gasto público en educación),11,2011,
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,GDP (current US$),PIB (US$ corrientes),12,2011,936089385.5
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,GDP per capita (current US$),PIB per cápita (US$ corrientes),13,2011,27997.28983
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,Gini index,Índice Gini,14,2011,
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,"Government expenditure on education, total (% of GDP)","Gasto público en educación, total (% del PIB)",15,2011,
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,"Government expenditure on education, total (% of government expenditure)","Gasto público en educación, total (% del gasto público)",16,2011,
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,"Government expenditure per student, primary (% of GDP per capita)","Gasto público por alumno, primaria (% del PIB per cápita)",17,2011,
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,"Government expenditure per student, secondary (% of GDP per capita)","Gasto público por estudiante, secundaria (% del PIB per cápita)",18,2011,
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,International migrant stock (% of population),Población de migrantes internacionales (% de la población),19,2011,
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,"International migrant stock, total","Población de migrantes internacionales, total",20,2011,
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,"Literacy rate, adult total (% of people ages 15 and above)","Tasa de alfabetización, total de adultos (% de personas de 15 años o más)",21,2011,
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,"Literacy rate, youth total (% of people ages 15-24)","Tasa de alfabetización, total de jóvenes (% de personas de 15 a 24 años)",22,2011,
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,Net migration,Migración neta,23,2011,0
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,"Over-age students, primary (% of enrollment)","Alumnos con sobre-edad, primaria (% de matrícula)",24,2011,
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,"Population ages 0-14, female","Población de 0 a 14 años, mujeres",25,2011,3883
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,"Population ages 0-14, male","Población de 0 a 14 años, hombres",26,2011,3536
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,"Population ages 15-64, female","Población de 15 a 64 años, mujeres",27,2011,12797
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,"Population ages 15-64, male","Población de 15 a 64 años, hombres",28,2011,11403
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,"Population ages 65 and above, female","Población de 65 años de edad o más, mujeres",29,2011,949
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,"Population ages 65 and above, male","Población de 65 años de edad o más, hombres",30,2011,865
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,"Population, female","Población, mujeres",31,2011,17629
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,"Population, male","Población, hombres",32,2011,15805
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,"Population, total","Población, total",33,2011,33435
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,Poverty headcount ratio at national poverty lines (% of population),"Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)",34,2011,
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,"Primary education, pupils","Primaria, alumnos",35,2011,
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,"Repeaters, primary, total (% of total enrollment)","Repetidores, primaria, total (% de la matrícula total)",36,2011,
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,Rural population,Población rural,37,2011,0
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,"School enrollment, preprimary (% gross)","Matrícula escolar, preprimaria (% bruto)",38,2011,
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,"School enrollment, primary (% gross)","Matrícula escolar, primaria (% bruto)",39,2011,
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,"School enrollment, primary (% net)","Matrícula escolar, primaria (% neto)",40,2011,
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,"School enrollment, secondary (% gross)","Matrícula, secundaria (% bruto)",41,2011,
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,"School enrollment, secondary (% net)","Matrícula escolar, secundaria (% neto)",42,2011,
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,"Secondary education, pupils","Educación secundaria, alumnos",43,2011,
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,Urban population,Población urbana,44,2011,33435
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,"Adjusted net enrollment rate, primary (% of primary school age children)","Tasa neta de matrícula ajustada, primaria (% de niños en edad de asistir a la escuela primaria)",1,2011,
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,Adolescents out of school (% of lower secondary school age),Adolescentes fuera de la escuela (% de los adolescentes en edad de asistir a la secundaria baja),2,2011,2.347609997
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,Children out of school (% of primary school age),Niños fuera de la escuela (% de los niños en edad de asistir a la primaria),3,2011,
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,"Children out of school, primary","Niños fuera de la escuela, primaria",4,2011,
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,"Compulsory education, duration (years)","Educación obligatoria, duración (años)",5,2011,12
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,"Current education expenditure, total (% of total expenditure in public institutions)","Gasto corriente en educación, total (% del gasto total en instituciones públicas)",6,2011,
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","Logro educativo, al menos el primer ciclo de secundaria completado, población 25+, total (%) (acumulado)",7,2011,
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","Logro educativo, al menos primaria completada, población 25+, total (%) (acumulado)",8,2011,
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","Logro educativo, al menos secundaria alta completada, población 25+, total (%) (acumulado)",9,2011,
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,Expenditure on primary education (% of government expenditure on education),Gasto en educación primaria (% del gasto público en educación),10,2011,
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,Expenditure on secondary education (% of government expenditure on education),Gasto en educación secundaria (% del gasto público en educación),11,2011,
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,GDP (current US$),PIB (US$ corrientes),12,2011,836092592.6
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,GDP per capita (current US$),PIB per cápita (US$ corrientes),13,2011,17571.98446
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,Gini index,Índice Gini,14,2011,
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,"Government expenditure on education, total (% of GDP)","Gasto público en educación, total (% del PIB)",15,2011,
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,"Government expenditure on education, total (% of government expenditure)","Gasto público en educación, total (% del gasto público)",16,2011,
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,"Government expenditure per student, primary (% of GDP per capita)","Gasto público por alumno, primaria (% del PIB per cápita)",17,2011,
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,"Government expenditure per student, secondary (% of GDP per capita)","Gasto público por estudiante, secundaria (% del PIB per cápita)",18,2011,
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,International migrant stock (% of population),Población de migrantes internacionales (% de la población),19,2011,
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,"International migrant stock, total","Población de migrantes internacionales, total",20,2011,
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,"Literacy rate, adult total (% of people ages 15 and above)","Tasa de alfabetización, total de adultos (% de personas de 15 años o más)",21,2011,
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,"Literacy rate, youth total (% of people ages 15-24)","Tasa de alfabetización, total de jóvenes (% de personas de 15 a 24 años)",22,2011,
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,Net migration,Migración neta,23,2011,0
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,"Over-age students, primary (% of enrollment)","Alumnos con sobre-edad, primaria (% de matrícula)",24,2011,2.36943
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,"Population ages 0-14, female","Población de 0 a 14 años, mujeres",25,2011,5579
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,"Population ages 0-14, male","Población de 0 a 14 años, hombres",26,2011,5520
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,"Population ages 15-64, female","Población de 15 a 64 años, mujeres",27,2011,16573
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,"Population ages 15-64, male","Población de 15 a 64 años, hombres",28,2011,16321
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,"Population ages 65 and above, female","Población de 65 años de edad o más, mujeres",29,2011,2048
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,"Population ages 65 and above, male","Población de 65 años de edad o más, hombres",30,2011,1540
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,"Population, female","Población, mujeres",31,2011,24200
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,"Population, male","Población, hombres",32,2011,23381
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,"Population, total","Población, total",33,2011,47581
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,Poverty headcount ratio at national poverty lines (% of population),"Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)",34,2011,
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,"Primary education, pupils","Primaria, alumnos",35,2011,5993
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,"Repeaters, primary, total (% of total enrollment)","Repetidores, primaria, total (% de la matrícula total)",36,2011,2.31937
